0,1345057200.000,37809
0,1345083339.812,37809
0,1345143600.000,37809
0,1345179491.410,37809
0,1345193826.864,37809
0,1345194937.249,37809
0,1345194976.465,22694
0,1345194990.815,2136
0,1345195014.088,37809
0,1345230000.000,37809
0,1345308657.704,5092
0,1345316400.000,37809
0,1345361905.125,24749
0,1345365402.260,24749
0,1345367834.202,14161
0,1345368698.990,4490
0,1345378022.817,24749
0,1345384147.837,24749
0,1345385801.236,24749
0,1345387805.450,24749
0,1345389586.509,24749
0,1345402800.000,37809
0,1345440783.095,37809
0,1345449345.887,40602
0,1345449349.247,7971
0,1345455096.398,14366
0,1345457268.838,28646
0,1345489200.000,37809
0,1345543375.316,39935
0,1345546290.379,25987
0,1345575600.000,37809
0,1345614266.488,2136
0,1345629914.917,20395
0,1345644403.340,16422
0,1345645298.512,24459
0,1345662000.000,37809
0,1345702936.438,25558
0,1345703128.670,16037
0,1345703203.868,6987
0,1345703232.110,25558
0,1345711286.637,6810
0,1345728550.560,7971
0,1345728556.718,37809
0,1345731080.762,25558
0,1345737590.951,51418
0,1345737600.991,51418
0,1345741612.999,51418
0,1345744281.224,51418
0,1345747564.619,33702
0,1345748400.000,37809
0,1345789661.382,6987
0,1345809412.309,34069
0,1345811313.686,34069
0,1345812323.473,34069
0,1345812339.834,26908
0,1345815160.901,3060
0,1345817641.235,50983
0,1345834800.000,37809
0,1345867117.273,22694
0,1345872476.147,37809
0,1345876247.997,37809
0,1345876328.155,26058
0,1345886312.228,26058
0,1345895527.241,51418
0,1345896005.535,51418
0,1345901493.668,51418
0,1345904568.544,2136
0,1345921200.000,37809
0,1345962023.305,2136
0,1345962042.376,22694
0,1345962133.438,37809
0,1345962310.979,20465
0,1345962720.002,24502
0,1345963042.901,25558
0,1345963108.451,2136
0,1345963147.921,22694
0,1345963566.232,24502
0,1345964112.169,22694
0,1346007600.000,37809
0,1346086866.357,37809
0,1346087091.280,2136
0,1346087377.426,22694
0,1346094000.000,37809
0,1346130530.072,2136
0,1346130982.193,24502
0,1346131050.416,25558
0,1346131508.914,37809
0,1346131546.319,6987
0,1346131657.179,25558
0,1346131816.475,25558
0,1346139145.376,37809
0,1346142861.987,37809
0,1346180400.000,37809
0,1349112800.823,7971
0,1349113317.464,2136
0,1349114716.015,2136
0,1349118000.000,37809
0,1349168211.944,26058
0,1349173932.214,25987
0,1349175734.725,25987
0,1349183408.420,26058
0,1349204400.000,37809
0,1349281693.647,29552
0,1349281731.936,1601
0,1349281803.656,1601
0,1349283839.414,26058
0,1349284092.476,37809
0,1349285661.324,26058
0,1349290800.000,37809
0,1349322451.991,7201
0,1349332575.075,50983
0,1349355312.590,37809
0,1349367476.884,2136
0,1349377200.000,37809
0,1349409887.916,6937
0,1349412386.625,37809
0,1349416693.260,37809
0,1349417387.419,2136
0,1349422541.028,40602
0,1349430272.741,26058
0,1349439830.167,26058
0,1349439836.890,25558
0,1349439920.801,24502
0,1349439957.787,26058
0,1349440431.304,26058
0,1349441031.124,37809
0,1349454231.410,37809
0,1349454832.246,37809
0,1349463600.000,37809
0,1349468631.808,22694
0,1349469231.546,22694
0,1349474256.400,22694
0,1349483038.395,22694
0,1349483638.813,22694
0,1349497438.400,37809
0,1349498039.138,37809
0,1349501245.640,37809
0,1349501431.460,37809
0,1349501449.771,37758
0,1349510053.363,16710
0,1349510156.219,10401
0,1349510473.572,29800
0,1349510590.706,6725
0,1349511348.173,17474
0,1349528607.829,26058
0,1349528630.114,37809
0,1349550000.000,37809
0,1349585775.281,22694
0,1349585825.869,2136
0,1349585954.265,37809
0,1349586000.424,37809
0,1349586085.925,7971
0,1349586118.378,22694
0,1349591375.575,37809
0,1349608051.491,23647
0,1349636400.000,37809
0,1349799931.283,37809
0,1349800135.818,26058
0,1349800200.599,26058
0,1349800356.960,37809
0,1349802305.165,25822
0,1349804104.703,2136
0,1349805628.549,26058
0,1349805793.563,37758
0,1349805905.990,37809
0,1349806510.648,7971
0,1349806722.057,25558
0,1349806723.987,7971
0,1349808318.057,37809
0,1349809200.000,37809
0,1349809271.413,37809
0,1349847683.004,37809
0,1349847696.282,26058
0,1349848525.020,37809
0,1349849484.035,37809
0,1349853267.173,37809
0,1349856689.929,22694
0,1349859008.340,25987
0,1349859344.638,39935
0,1349860595.911,39935
0,1349861738.604,25987
0,1349862679.539,39935
0,1349865350.424,39935
0,1349867583.749,26058
0,1349870378.897,37809
0,1349872687.018,22694
0,1349876179.043,37809
0,1349878525.331,37809
0,1349882127.311,37809
0,1349895600.000,37809
0,1350068400.000,37809
0,1350108663.002,22694
0,1350111767.502,37809
0,1350113649.072,37809
0,1350115642.720,37809
0,1350118428.386,7971
0,1350122031.059,22694
0,1350122227.323,37809
0,1350123429.736,37809
0,1350127620.833,37809
0,1350127829.371,37809
0,1350131300.151,37809
0,1350132993.643,37809
0,1350133010.624,2136
0,1350133213.325,2136
0,1350133560.861,7971
0,1350136961.102,7971
0,1350139584.066,7971
0,1350143186.926,7971
0,1350154800.000,37809
1,1345057200.000,10991
1,1345082570.355,2214
1,1345082836.563,879
1,1345087101.002,41837
1,1345143600.000,10991
1,1345168971.740,2214
1,1345170697.507,879
1,1345171307.308,2214
1,1345171658.778,879
1,1345172076.058,41837
1,1345172358.855,2214
1,1345172853.669,2214
1,1345173694.732,879
1,1345174242.130,2214
1,1345175150.398,41837
1,1345176172.906,34884
