1896,55272047682,119.82872,30.28159
16749,55107050168,120.64459,28.026028
55315,55264002971,120.001305,28.697893
36989,26717024960,120.17185,30.250141
26869,22296027639,120.13292,30.197542
1766,22292019482,120.31896,30.415815
12877,55125045012,120.56335,27.611801
24887,26806029894,120.70485,27.952005
2665,22545030425,120.12887,30.268852
21968,22290012752,120.31118,30.151041
9548,55040058891,120.20343,30.321997
10949,22699015033,119.335014,29.51515
8557,22291010550,120.35229,30.309261
37623,55264042292,120.338425,30.211128
34727,22712037938,120.459465,30.3526
23815,22301025655,120.229034,30.263544
19668,22557031986,119.54828,30.173006
404,55040058261,120.30553,30.30494
1728,26646038919,120.20153,30.253742
9776,55268041464,120.24607,30.367817
29289,22697016954,118.7373,29.698624
2908,22701014108,119.55002,29.90841
12392,55054004852,119.693924,29.813124
19877,22292021466,120.311295,30.435682
40293,55124052661,120.91552,28.04715
5594,22288012647,120.3973,30.24738
14339,22700014948,119.238785,29.479427
2947,22710038025,120.23136,30.342861
8526,22569030972,120.1671,30.417921
28858,55059050831,120.19292,30.30498
3938,22706028989,120.38288,30.287256
1227,26653029640,120.174904,30.251698
20220,22777013424,119.98777,30.084782
36140,26485029528,120.68278,28.009783
22202,55113044978,120.66207,27.781967
38122,22542014669,120.14354,30.293026
3018,22532065389,120.37642,30.18859
39113,22545013500,120.13536,30.269995
33221,55048002160,120.17849,30.134977
35203,55269001321,119.91005,30.260723
19646,22534012066,120.250916,30.217453
26159,22291036486,120.36744,30.28628
913,22698015712,119.108574,29.302736
30340,55271051331,119.92393,30.412495
24130,55049040586,120.22795,30.188093
15862,22536037082,119.713585,30.236563
4150,22541011723,120.20581,30.51886
29888,22700025101,119.29017,29.46012
25311,55040000773,120.25729,30.197893
9556,55046040480,120.40219,30.32272
614,22303010229,120.16752,30.275522
28230,55134047503,119.72835,27.551052
32550,22547015900,120.16082,30.266026
21352,22535033085,120.09874,30.29485
42632,22296020055,120.08827,30.167046
46542,26643025932,120.28621,30.318375
13,22539026805,120.08624,30.322714
26544,55267002706,120.221085,30.088266
33541,22300029874,120.07548,30.252216
3617,22697016527,118.8791,29.856524
16729,22542015546,120.15878,30.30212
14520,22706028061,120.38681,30.317308
24602,22561024934,120.19905,30.352945
842,22544023108,120.16734,30.260727
29503,55053055193,119.51032,29.551989
21721,22452017976,119.72876,30.265373
17401,22561034745,120.19849,30.382217
8715,22448061171,120.194405,30.297941
27521,55265002023,120.46957,30.180975
11601,22555032815,120.29811,30.218863
26850,55050048312,120.07473,30.110859
13811,22456036600,120.40158,30.322136
29154,55266052356,120.463646,30.294672
22475,55048052711,120.292854,30.172045
35941,22711017021,119.40728,30.190756
27317,22776012306,120.241936,30.170525
2050,22453022266,120.19108,30.03826
12820,22453012915,120.20451,30.077442
4968,22700061906,119.2939,29.487423
36466,55128003618,120.58803,28.04349
7426,22288022407,120.415474,30.224857
19611,22690035594,120.14271,30.272703
13172,55046008877,120.3529,30.3228
8399,22743031611,120.69192,28.068377
36145,22462032023,120.46819,30.18071
51204,22531032453,120.334816,30.2319
18940,55265042522,120.522385,30.18336
2809,22715023755,119.951324,30.102186
27721,22562029418,119.9708,30.37884
19931,55058049251,120.072876,30.28614
17758,26610030092,120.833824,27.915806
5078,55105003748,120.66516,28.03013
19595,22695016947,118.558655,29.449505
